uuid,Keywords,label
0,impact smoking intensity; concentrations smokers smoking; prospective population based; concentrations smokers; population positive; ctni dose dependent; ago concentrations hs; consumption sensitivity; population current cigarette; consumption; prospective population; cardiovascular events population; troponin measured sensitivity; ctni smokers dose; conclusions population current; troponins cigarette smoking; smokers conclusions population; tobacco; health study; cigarette smoking concentrations; cardiac troponin measured; conclusions population; concentrations cardiac troponin; troponin measured; ctni concentrations; hs ctni concentrations; troponin population hunt; ctni concentrations measured; population hunt study; ctni concentrations smokers; study tobacco habits; tobacco habits; study tobacco; troponin population; tobacco habits reported; cardiac troponin population; trondelag health study; health study tobacco; tobacco consumption; tobacco consumption sensitivity,1
1018,media prevent negative; responses covid 19; emotions covid; captures consumers emotional; responses covid; tourism organisations respond; innovative response; emotions crisis remains; strategic responses covid; customer emotions crisis; covid 19 crisis; positive; covid 19 response; emotion strategic responses; established findings tourism; emotions crisis; emotions covid 19; crisis evidence; analysis tourism; analysis tourism organisations; content analysis tourism; language reinforce positive; findings tourism; 19 crisis evidence; reinforce positive; evidence tourism; intertwined evoke positive; findings tourism crisis; evoke positive; positive emotion; eliciting positive; evidence tourism sector; positive emotions; reinforce positive emotions; eliciting positive emotion; positive emotions consumers; positive emotion strategic; evoke positive emotions; crisis evidence tourism; positive emotions covid,1
1019,endotracheal intubation detection; infections; pneumonia caused; biofilm icu covid; contamination passed oral; bioluminescence based assays; bioluminescent imaging; bioluminescent; icu caused vap; pneumonia vap; culprit bioluminescence based; bacterial; bioluminescence based; methods bioluminescence based; oral biofilm; 19 oral biofilm; judiciously methods bioluminescence; 19 relationship ventilator; biofilm patients undergoing; bioluminescence; methods bioluminescence; methods hypothesize bioluminescent; pneumonia caused oral; biofilm patients; oral biofilm icu; culprit bioluminescence; bioluminescence ventilator; bacterial contamination passed; ventilator pneumonia vap; intubation detection infections; main culprit bioluminescence; bacterial contamination; caused oral biofilm; biofilm bacterial; ventilator pneumonia; oral biofilm bacterial; biofilm bacterial contamination; ventilator pneumonia caused; relationship ventilator pneumonia; bioluminescence ventilator pneumonia,1
1020,tests chair mock; commercial fire; material percolated fire; fire chair peak; control chair mock; targeted fire; fire barriers screened; fire barriers reduced; triggering failure; percolated fire; performance; targeted fire retardants; fire retardants; fire barriers tested; fire retardants presence; fire barriers; flammability tests chair; fire chair; scale chair mock; fire retardants fire; mock commercial fire; mechanism triggering failure; study fire barriers; mock effectiveness; barriers scale chair; commercial fire barriers; failure fire barrier; performance failure; failure mechanism; effectiveness failure; triggering failure fire; chair mock effectiveness; fire barriers scale; mock effectiveness failure; failure fire; effectiveness failure mechanism; performance failure mechanism; mechanism fire; mechanism fire barriers; failure mechanism fire,1
1021,network activities production; model yields insights; networks wages; productivity factors theoretical; productivity factors; computations; chain network activities; yields insights alternative; computations covid 19; economics operations supply; bounds lagrange; wage responsive productivity; responsive productivity; chain networks; labor productivity; networks wages labor; computations covid; theory variational inequalities; insights lagrange; yields insights; theory supply chain; supply chain network; operations supply chain; responsive productivity factors; explored supply chain; labor supply chain; wage bounds lagrange; wages labor productivity; analysis computations covid; analysis computations; supply chain networks; chain networks wages; productivity insights; lagrange analysis conducted; productivity insights lagrange; lagrange analysis; bounds lagrange analysis; labor productivity insights; insights lagrange analysis; lagrange analysis computations,1
1022,pml nuclear bodies; as3 sumoylated pml; nuclear bodies pml; biochemical pml; pml nbs covalent; sumo2 localized pml; inhibitor decreased pml; promyelocytic leukemia pml; sumo2 pml; pml nbs function; restriction sumo2 pml; sumoylated pml; pml proteins changed; pml proteins; sumo2 pml nbs; pml modulated; pml modulated ubiquitin; restricted pml nuclear; insolubilizing pml thp; sumoylation pml; pml nbs sumoylated; sumoylation pml nuclear; insolubilizing pml; sumo dynamics pml; pml nbs regulated; induced biochemical pml; leukemia pml proteins; regulates pml nbs; pml sumoylation pml; regulates pml; pml proteins substrates; pml insolubilizing pml; sumoylation regulates size; proteins substrates sumoylation; biochemical pml modulated; regulates size promyelocytic; sumoylation levels pml; substrates sumoylation pml; sumoylation pml proteins; sumoylation regulates pml,1
1023,gas emissions; fields agricultural ghg; dpn ghg emissions; 39 n2o emissions; paddy fields unreasonable; benefit neeb tillage; agricultural greenhouse gas; economic benefits tillage; ch4 n2o emissions; benefits tillage paddy; n2o emissions 29; paddy fields urea; emissions agricultural ghg; eq ha emissions; n2o emissions; emissions agricultural; fertilizers rise agricultural; paddy fields agricultural; n2o emissions udp; chemical fertilizers dominated; advantages nitrogen; ha chemical fertilizers; agricultural ghg emissions; chemical fertilizers; ecosystem economic benefit; paddy fields; greenhouse gas emissions; emissions net ecosystem; application nitrogen fertilizers; ecosystem economic benefits; gas emissions net; emissions grain yield; tillage paddy fields; nt paddy fields; nitrogen fertilizers; nitrogen fertilizer; nitrogen fertilizers rise; nitrogen fertilizer deep; n2o emissions agricultural; advantages nitrogen fertilizer,0
1024,opportunity driven entrepreneurship; nexus entrepreneurship; growth sample european; entrepreneurship key; contribution entrepreneurship; entrepreneurs; innovation driven countries; types entrepreneurship impact; analysis countries; entrepreneurship stage; driven entrepreneurship economic; types entrepreneurship opportunity; entrepreneurship opportunity driven; entrepreneurship impact transition; economic development; impact economic growth; comparative analysis countries; countries estimations opportunity; entrepreneurship key factors; entrepreneurship opportunity; economic growth national; economic development country; entrepreneurship; entrepreneurial; entrepreneurship impact; entrepreneurship stage entrepreneurship; entrepreneurial activities; economic growth entire; contribution entrepreneurship economic; growth comparative; growth comparative analysis; countries types entrepreneurship; economic growth differs; economic growth; entrepreneurship impact economic; nexus entrepreneurship economic; economic growth sample; entrepreneurship economic; economic growth comparative; entrepreneurship economic growth,0
1025,genomes amaryllidaceae; phycelloides amaryllidaceae; phycelloides species; phycelloides rhodophiala; rhodophiala phycelloides; zephyranthes atacama; phycelloides mesochloa; genomes amaryllidaceae species; amaryllidaceae tribe hippeastreae; analyze chloroplast; ngs sequencing chloroplast; species zephyranthes atacama; phylogenetic analysis phycelloides; rhodophiala phycelloides species; genome phycelloides consists; characterization complete chloroplast; phycelloides rhodophiala phycelloides; genome species zephyranthes; genome phycelloides; phycelloides amaryllidaceae tribe; species complete chloroplast; zephyranthes phycelloides; zephyranthes phycelloides amaryllidaceae; zephyranthes phycelloides rhodophiala; añañuca zephyranthes phycelloides; sequencing chloroplast genome; sooner chloroplast genomes; genome zephyranthes; chloroplast phycelloides ngs; phycelloides species zephyranthes; chloroplast phycelloides; analyze chloroplast phycelloides; chloroplast genome; chloroplast genomes; genome zephyranthes phycelloides; complete chloroplast genome; chloroplast genome species; chloroplast genomes amaryllidaceae; chloroplast genome phycelloides; chloroplast genome zephyranthes,1
1026,complex pathogenesis focal; fcd iiic pathogenesis; cavernous malformations ccm; l5 abnormal cortical; vulnerability developing cerebral; genetic encephaloclastic hemodynamic; malformations complex; pseudolaminar sclerosis cpls; association epileptogenic; neuronal dyslamination; cortical pseudolaminar sclerosis; dyslamination cerebral neocortex; abnormalities including neuronal; including genetic encephaloclastic; dysplasia; association epileptogenic condition; scheme abnormal cortical; histopathology features neuronal; pathogenesis association epileptogenic; genetic encephaloclastic; malformations ccm arteriovenous; vascular malformations vm; ccm arteriovenous malformation; vascular malformations; cerebral cavernous malformations; astrogliosis manifesting cortical; dysplasia ilae; dyslamination cerebral; dysplasia type; features neuronal dyslamination; vascular malformations complex; malformations complex pathogenesis; neuronal dyslamination cerebral; dysplasia type iiic; cortical dysplasia; dysplasia ilae type; epilepsy vascular malformations; focal cortical dysplasia; cortical dysplasia type; cortical dysplasia ilae,1
1027,enhancement provision; prosumer sizing; sizing optimal; containment reserve study; spanish household prosumer; household prosumer; life cycle optimal; configuration determined minimize; storage sizing sizing; iii management strategies; optimal sizing; household prosumers; management strategies scse; photovoltaic household prosumers; storage capacity band; management strategy; household prosumers consumption; scse frequency containment; management strategies; containment reserve fcr; prosumer sizing optimal; broadening storage capacity; containment reserve; level management strategies; sizing management strategy; provision frequency; sufficiency enhancement; frequency containment; pv household prosumers; sufficiency enhancement provision; management strategy pv; prosumers consumption sufficiency; provide consumption sufficiency; consumption sufficiency; enhancement provision frequency; strategy pv household; frequency containment reserve; consumption sufficiency enhancement; optimal sizing management; provision frequency containment,0
1028,storage technologies power; gas analysis; gasification methanation processes; technologies sustainable terms; production gas power; power gas process; storage technologies growth; implementation power gas; storage technologies synthetic; storage technologies integrated; carbon capture storage; technologies sustainable; coal biomass gasification; gas technologies led; biomass gasification; integration carbon; natural gas power; natural gas plant; evaluation carbon; integration power gas; gas plants; gas plant integrated; production gas analysis; assessed technologies sustainable; gas technology; technologies growth energy; power gas plants; technologies power gas; power gas technology; gas plants production; energy storage technologies; gas technology renewable; economic evaluation carbon; integrated carbon capture; gas technologies; introduction carbon capture; integration carbon capture; natural gas plants; power gas technologies; evaluation carbon capture,0
1029,induced selective; function sperm proteome; potential mechanistic insights; sperm protein sumoylation; fertilization humans; female combinations; investigated female induced; female induced; mating female; modifications sperm; mechanistic insights random; sumoylation status sperm; combinations sperm; mating female egg; modification sperm; sumoylation selective allowing; induced sperm protein; pre fertilization physiology; selective sperm; sumoylation selective; selective sperm pre; female combinations factorial; subset fertile women; combinations sperm protein; selective allowing females; induced modifications sperm; modifications sperm protein; induce selective sperm; random fertilization; induced selective modification; female induced modifications; protein sumoylation selective; modification sperm protein; females increase sperm; female induced selective; female induced sperm; female combinations sperm; random fertilization humans; selective modification sperm; insights random fertilization,1
1030,development progression; agreements literature embryo; endometriosis culture conditions; embryo; development clinical application; development clinical; endometriosis culture; syndrome endometriosis culture; literature embryo; embryos; embryo kinetics patient; potential association embryo; incubators focusing embryo; embryo assessment; embryo collapse clinical; focusing embryo; embryo kinetics; association embryo collapse; association embryo; lapse embryo; application conventional embryo; embryos incubators; embryos incubators day; observe embryo; literature embryo kinetics; conventional embryo; time lapse embryo; focusing embryo kinetics; embryo culture; understanding embryo; enables observe embryo; embryo development; conventional embryo assessment; embryo culture understanding; embryo development progression; embryo development clinical; observe embryo development; culture understanding embryo; understanding embryo development; lapse embryo culture,1
1031,studied quantified; bayesian; economy society environment; studies; objective sustainable development; china; food predicted perspective; population growth energy; networks; population growth environmental; predicting water energy; studies comprehensive; network models; energy food economic; nexus based bayesian; food predicted; energy food economy; study; based bayesian; aspects bayesian; quantifying predicting water; society environment studied; studies comprehensive involving; energy food predicted; environment studied quantified; environment studied; quantifying predicting; food china; sustainability aspects bayesian; energy food china; bayesian networks; bayesian network; study china main; bayesian network models; networks study; aspects bayesian network; based bayesian networks; study china; networks study china; bayesian networks study,0
1032,atacama chile demand; magnitude mining played; atacama chile developed; sustainability salar de; labor mining decreased; assesses community sustainability; mining local communities; increased global lithium; li mining magnitude; mining magnitude mining; lithium li production; lithium extraction frontline; potential impacts lithium; labor mining; magnitude mining; community sustainability; community sustainability salar; global lithium li; li mining local; local labor mining; mining communities; consumption li mining; global lithium; impacts lithium; lithium extraction; analyze interdependencies lithium; de atacama chile; li mining; atacama chile; communities sustainability; communities sustainability salar; analyses li mining; lithium extraction impacts; interdependencies lithium; mining communities sustainability; lithium mining; impacts lithium extraction; interdependencies lithium extraction; lithium mining communities; interdependencies lithium mining,0
1033,driven gamma oscillations; network oscillations; occurrence myelination pv; myelination temporal features; consolidating parvalbumin; oscillations consolidating; mediated inhibition; rapid network oscillations; weak phasic inhibition; highly synchronized interictal; occurrence myelination; consolidating parvalbumin mediated; inhibition parvalbumin; myelination temporal; activation myelin; axon myelination temporal; optogenetic activation myelin; fast inhibition pyramidal; synchronized interictal; consolidate fast inhibition; cortical oscillations; temporal features inhibition; pyramidal neurons enable; inhibition optogenetic activation; mediated inhibition optogenetic; parvalbumin mediated phasic; inhibition pyramidal neurons; phasic inhibition; phasic inhibition pyramidal; cortical oscillations consolidating; network oscillations cortical; oscillations cortical microcircuit; oscillations consolidating parvalbumin; oscillations cortical; mediated phasic inhibition; phasic inhibition parvalbumin; myelination synchronizes; synchronizes cortical; synchronizes cortical oscillations; myelination synchronizes cortical,1
1034,mental health outcomes; pandemic 25; psychological distress alcohol; alcohol patterns; anxiety symptoms alcohol; stages pandemic employed; psychological alcohol; 19 pandemic subgroup; stages pandemic; disease covid; days pandemic; 19 disease; prior pandemic sociodemographic; health alcohol; phases covid 19; days pandemic 25; alcohol prior; patterns prior pandemic; pandemic interventions; prior pandemic; alcohol covid 19; disease covid 19; symptoms alcohol; 19 pandemic; pandemic psychological alcohol; 19 disease covid; alcohol stages; covid 19 pandemic; 19 pandemic psychological; mental health alcohol; prior pandemic interventions; psychological alcohol prior; pandemic phases; alcohol stages pandemic; alcohol phases; symptoms alcohol stages; alcohol phases covid; 19 pandemic phases; health alcohol phases; alcohol prior pandemic,1
1035,health risk southern; strengthening sewage management; health risks southern; cr6 drinking groundwater; groundwater suitable drinking; groundwater drinking; abstracted drinking irrigation; health risks exposure; shallow groundwater; drinking irrigation; china plain groundwater; evaluate water quality; water quality drinking; purposes groundwater; irrigation carcinogenic carcinogenic; water quality; drinking irrigation purposes; irrigation carcinogenic; irrigation health; shallow groundwater suitable; deterioration groundwater; water quality quality; suitability groundwater; potable irrigation; groundwater quality; quality irrigation; irrigation purposes groundwater; suitability groundwater drinking; industries deterioration groundwater; groundwater quality prevented; irrigation health risk; groundwater drinking irrigation; groundwater quality potable; groundwater quality adversely; quality potable irrigation; deterioration groundwater quality; water quality irrigation; purposes groundwater quality; potable irrigation health; quality irrigation carcinogenic,0
1036,role quality; management labor; focuses labor productivity; labor productivity measure; regression analysis environmental; management moderates; management negative; management score; environmental regulations impact; regulations impact moderated; moderating role; management economic; impact moderated quality; management economic performance; labor productivity quality; management moderates relationship; quality management abundant; impact labor productivity; productivity moderating; management negative impact; labor productivity moderating; argue environmental management; quality management; management labor productivity; moderating role quality; analysis environmental management; environmental management; management environmental; environmental management economic; environmental management labor; environmental management negative; productivity moderating role; quality management moderates; environmental management score; productivity quality management; impact environmental management; moderated quality management; management environmental management; role quality management; quality management environmental,0
1037,sector pakistan fossil; energy consumption outcomes; co2 emissions reduction; amount substitution; function approach; elasticities substitution; factors elasticity substitution; log production function; emissions reduction; transport industry; transport sector established; energy pakistan; function model pakistan; technologies substitution; co2 emission sector; model pakistan transport; transport sector created; elasticity substitution; emission sector; pakistan transport; pakistan trans log; transport industry energy; technologies substitution energy; emission sector key; approach transport sector; elasticity substitution input; production function approach; fuel energy pakistan; energy capital substitution; function approach transport; trans log production; substitution transport; transport sector; sector pakistan trans; energy substitution; energy pakistan transport; pakistan transport sector; transport sector pakistan; substitution transport sector; energy substitution transport,0
1038,applied fertilizers bahawalpur; series pakistan evaluating; phosphorous; dynamics phosphatic; pakistan evaluating dynamics; source phosphorous plays; fertilizer source field; pakistani soils; plants soil ph; management soil; pot soil analysis; pakistani soils availability; element phosphorus; evaluating dynamics phosphatic; dynamics soil series; element phosphorus deficient; availability element phosphorus; applied fertilizers; evaluate dynamics soil; source phosphorous; deficient pakistani soils; management soil series; analysis bahawalpur soil; phosphorus; phosphorus deficient; fertilizer source phosphorous; role choosing fertilizer; control fertilizer t1; sustainable phosphorous; choosing fertilizer source; choosing fertilizer; phosphorous management; control fertilizer; phosphorus deficient pakistani; t0 control fertilizer; phosphatic fertilizer; phosphatic fertilizer source; sustainable phosphorous management; dynamics phosphatic fertilizer; phosphorous management soil,1
1039,optimal management rectal; chemotheradiotherapy short radiotherapy; chemoradiotherapy; cancer current standard; chemotherapy treatment approaches; clinical advances decade; consists chemotheradiotherapy; chemotherapy treatment; care consists chemotheradiotherapy; clinical advances; chemoradiotherapy adjuvant; review rectal; advanced rectal; cancer challenging disease; adjuvant chemotherapy; induction consolidation chemotherapy; surgery neoadjuvant chemoradiotherapy; neoadjuvant chemoradiotherapy; narrative review rectal; cancer constantly evolving; consolidation chemotherapy; locally advanced rectal; chemoradiotherapy adjuvant chemotherapy; cancer narrative; consolidation chemotherapy treatment; rectal cancer relevant; advanced cancers t3; 2021 rectal cancer; advanced cancers; rectal cancer constantly; rectal cancer limited; cancer narrative review; rectal cancer current; rectal cancer; locally advanced cancers; rectal cancer challenging; management rectal cancer; rectal cancer narrative; advanced rectal cancer; review rectal cancer,1
1040,impact evaluation model; china uneven efficiency; development parks; efficiency discussed; central china ecological; efficiencies 18 industrial; uneven efficiency scores; impact evaluation; analysis; efficiency scores; consumption impact evaluation; eco efficiencies 18; quality development parks; eco efficiencies; envelopment analysis sbm; factors eco efficiency; eco efficiency; industrial parks contributions; eco efficiency discussed; efficiency industrial; industrial parks forward; assess eco efficiencies; industrial parks gradually; assessment industrial; industrial parks finally; industrial parks; 18 industrial parks; eco efficiency industrial; industrial parks central; level industrial parks; envelopment analysis; efficiency assessment; data envelopment analysis; analysis industrial; eco efficiency assessment; envelopment analysis industrial; efficiency assessment industrial; efficiency industrial parks; assessment industrial parks; analysis industrial parks,1
1041,bottles discarded; bottles china; daily usage plastic; blanket production waste; bottles polyethylene terephthalate; usage plastic; production waste pet; recycling china; waste plastic; status waste plastic; recycling china lca; production 100 recycled; bottles polyethylene; 100 recycled waste; coupled lcc study; plastic bottle; recycling china proposed; lcc study blanket; waste plastic bottle; recycled waste plastic; chemicals recycled polyester; lcc study; organic chemicals recycled; chemicals recycled; usage plastic bottle; pet bottles; terephthalate pet bottles; bottle recycling elicited; waste pet bottles; plastic bottles; pet bottles discarded; bottle recycling; waste plastic bottles; pet bottles polyethylene; bottles recycling; bottle recycling china; plastic bottles china; bottles recycling china; plastic bottle recycling; pet bottles recycling,0
1042,fish farming sustainable; attractiveness integrated agricultural; negative environmental impacts; environmental impacts; low ecological sustainability; sustainability rice monoculture; farming sustainable; rearing environmental pollution; environmental pollution caused; sustainable source pollution; agricultural production promote; impacts sustainability; environmental pollution; china emergy analysis; performance agricultural production; types agricultural production; impacts sustainability types; sustainable agriculture policy; agricultural production; pollution agriculture confronted; integrated agricultural production; evaluate performance agricultural; agricultural production neglected; agricultural production types; ecological sustainability; agricultural production proved; pattern sustainable agriculture; analysis integration environmental; quantifying sustainability; pollution agriculture; sustainable agriculture; quantifying sustainability types; environmental impacts sustainability; integration environmental pollution; sustainability types agricultural; ecological sustainability rice; agricultural source pollution; agricultural production china; agricultural production quantified; environmental pollution agriculture,0
1043,social globalization; dimensions globalization globalization; environmental; globalization globalization; increasing political globalization; globalization environment; environmental kuznets; environmental pollution; social political globalization; globalization economic; social globalization political; globalization political globalization; globalization social globalization; increasing globalization economic; ceecs annual; political globalization environment; carbon emissions; environment evidence; globalization globalization economic; findings increasing globalization; carbon emissions increasing; increases carbon emissions; economic globalization; economic globalization social; globalization increases carbon; globalization economic globalization; countries ceecs annual; globalization environmental pollution; globalization reduces environmental; investigation role economic; european countries ceecs; globalization environmental; ceecs study aims; countries ceecs; evidence ceecs; political globalization environmental; globalization environment evidence; ceecs study; evidence ceecs study; environment evidence ceecs,0
1044,viral disease developed; virus; virus denv; virus denv flavivirus; studies performed saudi; systemic viral disease; arabia epidemiological; region saudi arabia; region saudi; screening serotyping; dengue; epidemiological molecular screening; screening serotyping analysis; prior pandemic screening; southwestern region saudi; dengue acute systemic; dengue southwestern; periods dengue; transmission periods dengue; dengue acute; pandemic screening; dengue southwestern region; epidemiological screening; epidemiological screening serotyping; pandemic screening denv; dengue virus denv; arabia dengue; conducted epidemiology dengue; saudi arabia epidemiological; dengue virus; dengue fever; analysis dengue; periods dengue virus; epidemiology dengue southwestern; arabia dengue acute; dengue fever southwestern; epidemiology dengue; saudi arabia dengue; serotyping analysis dengue; analysis dengue fever,1
1045,dupilumab considered; review literature; medications; dermatitis; chronic actinic; dupilumab 300 month; treatment chronic; achieved satisfactory clinical; satisfactory clinical; report review; literature chronic; treatment dupilumab 600; dermatitis cad rare; effects dupilumab 300; dupilumab conventional therapies; successful treatment; dermatitis cad; report review literature; review literature chronic; dupilumab report; clinical dupilumab conventional; medications dupilumab considered; actinic dermatitis; literature chronic actinic; actinic dermatitis cad; successful treatment chronic; systemic medications dupilumab; chronic actinic dermatitis; effects dupilumab; combined treatment dupilumab; treatment chronic actinic; dupilumab report review; dermatitis dupilumab; improvement effects dupilumab; medications dupilumab; treatment dupilumab; clinical dupilumab; actinic dermatitis dupilumab; satisfactory clinical dupilumab; dermatitis dupilumab report,1
1046,gastroenterological; ep spreading therapeutic; preoperative intraoperative; practice ep; clinical; endoscopic technique paucity; therapeutic outcomes; issues indications preoperative; risk endoscopic; fundamental guideline scientific; papillectomy japan; endoscopic; current clinical practice; endoscopy society; indications preoperative; ep fundamental guideline; endoscopic technique; therapeutic modality ampullary; specialists guidelines; practice guidelines; indications preoperative intraoperative; risk endoscopic technique; developed clinical practice; gastroenterological endoscopy society; endoscopy; papillectomy; japan gastroenterological endoscopy; papillectomy japan gastroenterological; clinical practice; gastroenterological endoscopy; papillectomy ep fundamental; papillectomy ep; endoscopic papillectomy japan; clinical practice ep; guidelines endoscopic; endoscopic papillectomy ep; endoscopic papillectomy; clinical practice guidelines; practice guidelines endoscopic; guidelines endoscopic papillectomy,1
1047,icing forecasted combining; uncertainty quantification wind; forecasting; wind power; power prediction; quantification wind; updated comprehensive wind; weather prediction fuzzy; forecasting prediction; prediction machine; numerical weather; integrating artificial intelligence; wind power winds; quantification wind speed; forecasted combining numerical; artificial intelligence numerical; prediction extreme events; speed prediction probabilistic; events wind power; wind speed prediction; artificial intelligence system; ahead power prediction; forecasting prediction extreme; forecasting system integrating; integration numerical weather; weather prediction; probabilistic forecasting; weather prediction national; probabilistic forecasting prediction; intelligence numerical weather; forecasting system; combining numerical weather; power forecasting; prediction probabilistic forecasting; weather prediction machine; comprehensive wind; numerical weather prediction; comprehensive wind power; wind power forecasting; power forecasting system,0
1048,trajectory gold gold; treating cyanide; bodies microwave; chlorination; double microwave; chlorination roasting treatment; gold cyanide; microwave enhanced; provided microwave; thermal thermal effects; sustainable extraction gold; thermal effects; treating cyanide tailings; microwave enhanced roasting; provided microwave field; assisted thermal; tailings ct microwave; technology treating cyanide; thermal effects provided; assisted thermal treatment; extraction gold ct; extraction gold; time superiority microwave; superiority microwave; microwave chlorination roasting; thermal treatment extraction; gold cyanide tailings; gold ct microwave; microwave assisted thermal; bodies microwave enhanced; calcination double microwave; effectiveness microwave; extraction gold cyanide; microwave chlorination; effectiveness microwave assisted; effects provided microwave; treatment extraction gold; ct microwave chlorination; essence microwave chlorination; superiority microwave chlorination,0
1049,reports loneliness informant; loneliness lower perceived; loneliness emphasise complexity; loneliness participants; qualitative study loneliest; adulthood study; explore lonely people; study loneliest; severely lonely adults; reports loneliness lower; loneliness; loneliness perceived personality; explore lonely; study loneliest study; ratings loneliness provided; conceptualisation loneliness emphasise; loneliness mixed methods; loneliness perceived; loneliness mixed; provided reports loneliness; perceptibility loneliness participants; informant ratings loneliness; ratings participants loneliness; participants loneliness; methods explore lonely; participants loneliness perceived; adolescence adulthood study; perceptibility loneliness; agreement reports loneliness; ratings loneliness; current conceptualisation loneliness; conceptualisation loneliness; reports loneliness; loneliness participants loneliness; examine perceptibility loneliness; loneliness adolescence; loneliness adolescence adulthood; study loneliness; methods study loneliness; study loneliness adolescence,1
1050,validation wearable; spatiotemporal parameters lower; wearable sensors camera; parameters joint kinematics; inertial sensor; plane wearable; developed sens wearable; kinematics wearable; sens wearable; kinematic data gait; wearable sensors; joint kinematics wearable; capture systems measurement; category sens system; spatiotemporal parameters; degree accuracy sens; inertial sensor based; computed spatiotemporal parameters; wearable inertial sensor; system gait analysis; systems gait analysis; system measurement; gait analysis system; systems measurement; kinematics sagittal plane; spatiotemporal parameters sens; validation wearable inertial; parameters sens system; measurement gait; plane wearable inertial; sensor based gait; sagittal plane wearable; kinematics wearable sensors; accuracy sens system; analysis system measurement; measurement gait parameters; measurement spatiotemporal; measurement spatiotemporal parameters; systems measurement gait; system measurement spatiotemporal,1
1051,children virus threat; nationwide school; enrolled school; children school school; note covid 19; 19 period school; life nationwide school; rollout school; vaccine safe; school enrollment varies; school pandemic study; families vaccine safe; enrolling children school; school enrollment; children enrolled school; period vaccine; school enrollment pre; analysis school enrollment; explanation families vaccine; enrollment covid 19; families vaccine; enrolled school pandemic; period school enrollment; school school enrollment; vaccine; difference school enrollment; school enrollment covid; 19 period vaccine; 19 vaccine; vaccine rollout compared; rollout school enrollment; period vaccine rollout; vaccine rollout period; enrollment vaccine; covid 19 vaccine; 19 vaccine rollout; vaccine rollout; enrollment vaccine rollout; vaccine rollout school; school enrollment vaccine,1
1052,economic social globalization; reducing ecological; electricity consumption drive; autoregressive distributive; ecological footprint policy; exerting reducing ecological; footprint electricity consumption; electricity consumption; electricity consumption fossil; ecological footprint; ecological footprint whiles; consumption ecological; urbanization contribute environmental; feedback hypothesis ecological; distributive lag bound; environmental degradation; lag ardl approach; globalization improves environmental; wave globalization electricity; inspire ecological footprint; electricity consumption causal; stimulates ecological footprint; running globalization ecological; ecological footprint economic; hypothesis ecological footprint; contribute environmental degradation; reducing ecological footprint; globalization inspire ecological; globalization electricity; consumption ecological footprint; environmental degradation causality; ecological footprint electricity; globalization ecological; ecological footprint autoregressive; distributive lag; electricity consumption ecological; globalization electricity consumption; autoregressive distributive lag; distributive lag ardl; globalization ecological footprint,0
1053,city carbon; carbon development future; policies perspectives carbon; pressure provinces cities; national emissions; implementing environmental; co2 emissions; decrease carbon; inter city carbon; inequality emissions reduction; city carbon inequality; perspectives carbon intensity; reduction pressure; level emissions reduction; decrease carbon intensity; driven decrease carbon; savings emissions; national emissions reduction; chinese cities; pressure adjusting carbon; co2 emissions reduction; determines national emissions; quantify emissions; governments co2 emissions; reduction quantify emissions; carbon development assessing; savings emissions reduction; reduction low carbon; quantify emissions reduction; pressure chinese; assessing emissions; chinese cities critical; low carbon development; emissions reduction pressure; assessing emissions reduction; cities assessing emissions; chinese cities assessing; reduction pressure chinese; development assessing emissions; pressure chinese cities,0
1054,mosquitoes considered vectors; soluble proteins lipids; histopathological effects; life table parameters; 106 spores lilicanus; stages pest crucial; maximum larval mortality; larvae culex; pipiens mosquitoes considered; culex pipiens laboratory; biochemical effects; biomolecules; biological biochemical effects; infection insect cuticles; fungal infection insect; culex pipiens mosquitoes; parameters culex; 105 spores anisopliae; table parameters culex; anisopliae maximum larval; fungi culex; effects fungal infection; histopathological effects fungal; virulence entomopathogenic; entomopathogenic fungi metarhizium; effects entomopathogenic; larvae culex pipiens; culex pipiens impact; entomopathogenic fungi; biochemical effects entomopathogenic; parameters culex pipiens; fungi culex pipiens; biomolecules availability; impact biomolecules; entomopathogenic fungi culex; virulence entomopathogenic fungi; biomolecules availability life; effects entomopathogenic fungi; impact biomolecules availability; pipiens impact biomolecules,1
1055,efficiency 35; isentropic efficiency current; efficiency cost rate; exergy efficiency 35; organic rankine; fuel cell; optimum system generates; fuel cell micro; system integrated organic; integrated organic rankine; gas turbine system; efficiency; optimum system; turbine organic; fuel utilization; cycle investigated energy; performance assessment; objective optimization proposed; rankine cycle; effects system performance; optimization; multi objective optimization; generation biomass; density fuel utilization; fuel utilization factor; optimization proposed system; rankine cycle investigated; gas turbine organic; objective optimization; generation biomass based; oxide fuel cell; turbine organic rankine; power generation biomass; organic rankine cycle; system exergy efficiency; optimization biomass; optimization biomass based; assessment optimization; performance assessment optimization; assessment optimization biomass,0
