uuid,Keywords,label
0,subclinical; habits; intensity; measured; smokers; smoking; cigarette; cardiovascular; concentrations; population; troponin; troponins; study; consumption; tobacco,1
852,techno; race; utility; technologies; solar; cells; photovoltaics; economic; lowest; economically; costs; perovskite; silicon; efficiency; electricity,0
853,distances; sheath; sectional; distal; horses; neurovascular; metatarsus; metacarpus; examination; measurements; metatarsal; anatomical; metacarpal; ultrasound; ultrasonography,1
854,care; meet; demand; ultrarare; fortunate; genetic; challenges; achieving; disease; diagnosed; diseases; medicines; health; diagnosis; patients,1
855,kinase; damage; hosts; tspyv; modulates; pathogenesis; dysregulates; protein; immunocompromised; hyperphosphorylation; proteins; spinulosa; trichodysplasia; viruses; polyomavirus,1
856,techno; uk; renewable; power; resource; criteria; analyse; household; economic; households; electrification; storage; electricity; assessment; energy,0
857,anthracis; aspergillus; therapeutic; antioxidant; bioactive; oxidative; metabolites; anticancer; microbial; bacterial; bacillus; microorganisms; antimicrobial; pathogens; antibacterial,1
858,routine; parameters; plaster; treatment; pain; practice; topical; lidocaine; patients; medical; peripheral; medications; medicated; clinical; neuropathic,1
859,impact; effects; imidacloprid; worms; behavioural; culicids; pesticides; culicidae; larvae; earthworm; earthworms; mosquito; insecticides; lumbricidae; mosquitoes,1
860,schizophrenia; pneumonia; remove; literature; review; removed; gastroendoscopy; extracted; indicator; body; report; surgical; endoscopic; cervical; esophagus,1
861,impacts; study; recyclable; assessment; decision; plastics; ecosystems; waste; criteria; pollution; environmental; analysis; recycling; sustainable; sustainability,0
862,regulate; substances; mouse; sirt1; molecular; transcription; mice; protein; gene; npas2; nucleus; deacetylase; dinucleotide; neuronal; nicotinamide,1
863,benefits; capacity; cycle; emissions; applications; photovoltaics; automotive; emission; vehicle; evaluating; energy; utility; batteries; electric; electricity,0
864,homogeneous; elasticity; magnitude; policies; policymakers; comparable; levels; investigates; regression; measured; estimates; emissions; income; inequality; revisited,0
865,islanded; environmental; system; net; grid; assessment; analysis; outage; iraq; analyze; study; electricity; feasibility; sustainability; microgrid,0
866,valid; accelerometer; training; sensitive; individualised; elite; physiological; sensitivity; rugby; exercise; reliable; validity; athletes; reliability; fitness,1
867,empirical; technological; trade; emissions; impacts; sustainable; economic; china; analysis; analyzes; pollution; export; industries; environmental; exports,0
868,efficiency; teox; ultraviolet; photodetection; devices; photoelectric; spectral; infrared; photosensor; broadband; technological; electrons; optical; optoelectronic; phototransistor,1
869,oxygen; economically; comparison; waste; growth; water; proportion; analysis; economic; correlation; chinese; china; environmental; pollutants; pollution,0
870,mutations; immunohistochemistry; pineal; phh3; pb; proliferation; proliferative; tumor; diagnosis; tumors; pathological; biopsy; parenchymal; pineoblastomas; pineocytomas,1
871,development; emission; drivers; driving; co2; economic; reduction; carbon; responsible; emissions; growth; anthropogenic; factors; climate; dioxide,0
872,bipinnata; strains; explored; malaria; bidens; pregnenolone; nephritis; evaluation; compounds; examination; staphylococcus; antidiarrheal; bacterial; antimicrobial; antibacterial,1
873,postoperative; underwent; treatment; methods; treating; patients; subchondral; bone; arthroscopic; synthetic; arthroscopy; cysts; knee; arthroplasty; subchondroplasty,1
874,indicators; budgeting; coefficient; satisfaction; inequality; resources; policies; coefficients; impact; distribution; taxation; distributive; economic; income; incomes,0
875,resources; measures; disciplinary; medical; evaluation; medicine; educational; hospital; management; agencies; programs; program; facilities; prehospital; airway,1
876,approach; practice; approaches; interviews; personalized; objectives; community; confianza; relationships; promote; agency; promotion; relational; health; communities,1
877,resources; roles; optimal; hindering; tripartite; game; construction; evolution; enterprises; effectiveness; evolutionary; recycler; waste; utilization; recycling,0
878,implications; pi; aspects; radiation; profitability; study; simulated; grid; rooftop; analysis; analyze; residential; solar; economic; systems,0
879,metropolis; criteria; environmental; assessment; combining; integrated; multifaceted; analysis; selecting; selection; decision; waste; judgments; landfills; municipal,0
880,estimators; resource; renewable; role; determinants; contribution; estimations; sustainable; economies; implications; resources; energy; urbanization; ecological; environmental,0
881,emission; cathode; greener; conserving; environmental; simpler; conservation; sustainable; safer; collector; reductant; reduction; thermite; cleaner; recycling,0
882,eco; economic; coupling; evaluated; evolution; qingdao; environment; study; city; examination; china; coordination; urban; environmental; urbanization,0
883,2040; modeling; gas; 2020; 2030; scenarios; energy; projected; oil; electrification; china; consumption; 2050; analyzes; analysis,0
884,electrodermal; responses; dynamics; emotional; attacks; tonic; immersive; subjective; experiences; intensity; effects; threat; haunted; physiological; threats,1
885,operationalizing; constructivist; longitudinal; regression; mediation; inequities; structural; causal; disparity; disparities; racial; discrimination; racialized; racism; racialization,1
886,inflammatory; mitochondrial; phenotype; literature; cytokines; induces; molecular; oxidative; mice; apoptosis; th2; fume; c57bl; pulmonary; gasoline,1
887,perceived; consequences; reported; psychoactive; considered; identified; enforcement; 19; drinkers; initial; outbreak; drinking; pandemic; consumption; alcohol,0
888,organizations; opportunities; practices; evaluating; survey; interviews; perspective; analysis; challenges; offsite; investigate; perceptions; perspectives; construction; investigation,0
889,medical; clinical; function; sequencing; patients; burdens; overspending; fail; thresholds; mechanisms; therapeutic; investment; medications; therapies; failure,1
890,energy; degradation; dependence; cointegration; findings; initiatives; growth; sustainable; employment; countries; ecological; sustainability; environmental; economic; unemployment,1
891,neurological; tissues; artery; upregulation; improvement; reduce; induce; mesenchymal; improve; induced; proteins; increased; improved; improves; microglia,1
892,anxiety; mothers; preliminary; mood; moderates; symptoms; maternal; concerns; moderated; interventions; psychological; behavioural; depression; children; preschool,1
893,unit; diagnosed; broiler; locus; isolates; months; st10; genome; investigation; procedures; 18; recurring; disinfection; coli; outbreaks,1
894,energy; industrial; analytical; tracking; efficient; eco; urban; ulsan; transformation; analysis; ecologically; analyze; economic; efficiency; sustainability,0
895,document; oxygenation; position; circulation; compressions; statement; capnography; cardiac; management; resuscitation; airways; hospital; arrest; airway; prehospital,1
896,sinus; neurology; thrombotic; immune; thrombectomy; successful; neuroradiology; venous; neurosurgery; multidisciplinary; immunoglobulin; thrombosis; vaccine; neuroendovascular; thrombocytopenia,1
897,assessment; processes; software; numerical; resources; processing; computationally; estimating; tools; estimation; energy; products; computers; quantification; computing,1
898,formation; asymmetry; cognition; established; stability; hierarchically; organized; establish; organizing; stabilize; establishment; dominant; hierarchies; hierarchy; dominance,1
899,endogeneity; generating; impact; examine; linkages; examining; growth; energy; consumption; efficiency; examines; african; economies; economic; electricity,0
900,populations; rs147754935; rs183898408; sample; markers; rs144668210; rs149800437; rs146897002; rb1; frequency; cdkn2a; polymorphisms; genotyping; frequencies; samples,1
901,2050; electric; electrolysis; assessment; fuel; emission; energy; methane; road; gasification; vehicles; transport; hydrogen; transportation; environmental,0
902,material; china; emissions; greenhouse; system; study; analysis; decision; assessment; cycle; efficiency; paper; environmental; waste; recycling,0
903,factors; transfecting; secretion; factor; differentiated; reinfusion; induces; phenotypes; genetic; overexpression; dedifferentiation; transcription; differentiation; transcriptomic; recombinant,1
904,cells; diseases; axin2; role; phospholipase; extracellular; growth; fgf; fgfr; cytokine; factor; chondrocyte; chondrocytes; cartilage; fibroblast,1
905,service; system; power; capacity; maximizing; optimal; services; systems; lifetime; electrical; storage; planning; energy; battery; batteries,0
906,energy; footprint; economic; countries; evidence; cooperation; econometric; growth; implications; curve; globalization; kuznets; environment; environmental; ecological,0
907,residents; management; economic; services; taxes; analysis; waste; factors; investigation; operators; municipal; investigates; efficiency; environmental; municipalities,0
908,effects; confounds; randomized; survey; population; sample; neurophysiological; linkages; meditators; enlightenment; synergy; meditative; meditation; psychedelic; psychedelics,1
909,regulation; heat; operation; optimized; power; flexibility; optimization; electric; wind; heating; electrical; efficiency; adaptive; energy; electricity,0
910,network; pathways; diseases; proteins; networks; bacteria; bacterial; influenza; microbe; virus; microbial; pathogen; cardiovascular; pathogens; pathogenicity,1
911,calculations; diastereomer; diastereomers; spectra; growth; preparation; configuration; pathogenic; combination; nonenolide; revised; structure; synthesis; cremenolide; revision,1
912,fuel; analytical; renewable; generation; geographical; electricity; development; analysis; economic; power; swot; sustainable; ghana; poverty; energy,0
913,environmental; 2019; civilization; pandemic; outbreaks; migration; antiviral; viruses; vaccines; 19; prevention; infectious; virus; outbreak; coronavirus,0
914,protein; eliminate; estrogen; immunohistochemistry; protected; protection; immune; eliminated; eliminates; lymphocytes; splenocytes; splenocyte; hypertensive; premenopausal; hypertension,1
915,characteristics; characterization; cvm5; biomass; vulgaris; mutagenesis; mutants; triacylglycerol; mutant; irradiated; biofuel; microalgal; chlorella; microalga; microalgae,1
916,tyumen; vehicle; roads; environmental; roadways; geoaccumulation; load; contamination; dust; pollutants; influence; russia; geochemistry; pollution; traffic,1
917,therapies; enzymes; inhibitors; medicinal; biosynthesis; pathogenic; pharmacology; deoxyhypusine; biosynthetic; pharmaceutical; metastasis; antiproliferative; apoptosis; eukaryotic; eif5a,1
918,indications; delivery; pregnant; contemporary; gestational; pregnancy; pregnancies; medically; conditions; optimal; practice; induction; labour; timing; clinical,1
919,empirical; implications; increasing; pakistan; findings; testing; curve; forest; evidence; revisiting; forestry; technologies; environment; ecological; environmental,0
920,eukaryotic; receptor; atheroprone; pathophysiology; thrombospondin; modulates; mice; sequencing; endothelial; atherogenesis; atherogenic; gene; epigenetic; methyltransferase; methyladenosine,1
921,purification; analysis; analyzed; spectroscopy; oxide; hippocampus; inflammatory; mohnikei; micrograph; stimulation; analyze; cytotoxic; molecular; structural; polysaccharide,1
922,evidence; symptoms; normal; transferrin; oral; limited; intramuscular; supplements; anaemic; unexplained; haemoglobin; anaemia; ferritin; deficiency; iron,1
923,140; differs; single; substitution; nucleotide; 01; position; individual; allele; chinese; hla; 348; identification,1
924,peptide; amphiphilic; amino; improved; transfection; improves; polyacridine; potent; macrolittin; potency; reduced; melp5; biocompatibility; nanoparticle; nanoparticles,1
925,growth; acids; fertilizer; fertilizers; phenolics; antioxidant; improved; kasumbha; biodiesel; increased; enhanced; biofertilizer; biofertilizers; phosphate; bacteria,1
926,water; toxicity; effects; antibiotics; aquatic; organisms; microplastic; environments; environment; ecological; microplastics; pollution; pollutants; contaminants; microorganisms,1
927,waste; impacts; turbine; anthropogenic; wind; recovery; renewable; approach; greenest; growth; green; energy; environmental; economic; economy,0
928,developed; cm; crystalline; biomass; diffusion; capture; calcination; adsorbents; cac; adsorption; adsorbent; co2; temperature; carbonation; charcoal,0
929,spatiotemporal; urbanization; integrating; maps; combining; cultivation; patterns; ecosystem; mapping; agricultural; identified; fields; harvesting; crops; identifying,0
930,dysfunctional; atg16l1; mitochondria; link; organelles; rb1cc1; eukaryotes; endosome; rabaptin5; lysosomes; rabep1; endosomes; autophagy; endoplasmic; homeostasis,1
931,analysis; system; solar; resources; techno; energy; village; systems; economic; grid; rural; analyze; villages; electricity; electrification,0
932,techno; 90; nuclear; 250; fuel; power; renewable; 2050; solar; wind; photovoltaic; energy; 100; jordan; electricity,0
933,agricultural; urbanisation; agriculture; findings; emissions; curve; energy; growth; sustainable; economic; crops; effects; kuznets; dioxide; environmental,0
934,evaluation; analysis; estimation; characteristics; cities; factors; economic; statistically; environmental; pollution; prefecture; efficiency; geographical; urbanization; econometric,0
935,exercise; technologies; pulmonary; modalities; program; programs; practices; clinical; interventions; respiratory; communication; copd; exacerbation; rehabilitation; telerehabilitation,1
936,role; proteases; enzyme; infiltration; enzymes; cartilage; musculoskeletal; exploring; proteolytic; metalloproteases; cysteine; cathepsins; cathepsin; arthritis; rheumatoid,1
937,protected; international; global; underestimated; destruction; impacts; conflict; chilean; chile; pollution; conflicts; conservation; environmental; ecosystems; biodiversity,0
938,expenditures; findings; influence; militaries; consumption; consequences; investigated; investigating; analyzing; economic; causality; cointegration; impacts; pakistan; pakistani,0
939,countries; emissions; association; institutional; sustainable; openness; evidence; institutions; dependence; effects; ecological; pollutants; indicators; environmental; outcomes,0
940,positively; consumption; increasing; renewable; variables; distributional; heterogeneous; globe; approach; dioxide; panel; global; energy; heterogeneity; regression,0
941,foraging; socially; cognition; dynamics; captivity; mechanisms; opportunities; periods; emergence; ravens; aggressions; conflict; hierarchies; hierarchical; dominance,1
942,promising; treatment; chemistry; review; synthesis; 19; biochemistry; oral; clinical; molecular; covid; pharmacology; drug; medicinal; molnupiravir,1
943,competition; optimize; bids; responsive; electricity; demand; cooperative; theory; optimization; aggregated; strategy; bidding; aggregator; strategies; aggregators,0
944,sbm; inefficient; regional; evaluation; effectiveness; environment; measure; weighting; environmental; pollution; efficiency; measuring; transport; transportation; sustainability,0
945,surgeon; effectiveness; measures; surgeons; suturing; operating; parameters; objective; objectively; procedure; surgical; techniques; microsurgeons; microsurgical; microvascular,1
946,term; 1918; indian; storage; months; india; decades; depletion; 2018; duration; reconstruction; water; reservoir; groundwater; drought,0
947,estimation; screening; regions; inability; feasibility; populations; opportunities; examine; infections; challenges; livelihoods; epidemiology; epidemic; analysis; surveillance,0
948,exposure; findings; thailand; tropical; matter; transporter; particulate; accumulation; toxicity; metal; pollution; metals; toxic; heavy; contamination,0
949,zhangye; northwest; wetland; services; simulation; grassland; climate; response; china; ecological; environmental; forest; geography; land; ecosystem,0
950,improves; experimental; radiation; efficiency; experiments; analysis; temperature; solar; temperatures; thermal; cooling; study; heat; heating; thermoelectric,0
951,descriptive; aspects; multidisciplinary; rehabilitation; medicine; standardized; intervention; impairments; essay; rehabilitative; treatment; disabilities; syndrome; neurodevelopmental; therapy,1
952,inflammatory; lymphoid; strategies; approaches; diseases; cancer; potentials; inflammation; therapeutics; immunotherapy; advances; hacking; pathophysiologies; challenges; macrophages,1
953,emissions; reductions; china; evidence; regression; developing; provinces; chinese; development; carbon; reduction; renewable; electricity; energy; climate,0
954,operate; generators; functions; challenges; recommendations; operation; practical; operational; requirements; overview; microgrid; guidelines; implementation; microgrids; implementations,0
955,model; splenocytes; stimulator; immunology; mice; immune; effects; cyclophosphamide; lipopolysaccharide; cytokine; immunocompromised; euglena; immunoenhancing; immunosuppression; immunosuppressive,1
956,countries; economies; emissions; globalized; globally; contributes; determinants; effects; growth; global; impact; environment; pollutant; sustainability; environmental,0
957,review; quantum; bottleneck; lubrication; critical; stabilization; reusability; nanoparticles; usability; stability; wettability; basefluid; instability; microfluidics; nanofluid,0
958,waste; role; analysis; focusing; sources; efficiency; boost; renewable; japan; geothermal; energies; supply; hydropower; biofuel; energy,0
959,interaction; combination; interactions; relationships; blood; regression; aging; epigenetic; pressure; accelerated; hypertension; associations; humanmethylationepic; acceleration; methylation,1
960,power; scheduling; output; economically; photovoltaics; energy; complementary; flame; operation; optimal; optimized; algorithm; efficiency; optimization; microgrid,0
961,sources; empirical; consumption; evidence; increasing; positive; resources; impact; environment; growth; economies; renewable; economic; greenhouse; energy,0
962,reservoir; perspective; optimality; hypervolume; optimization; pumped; installation; optimal; photovoltaics; energy; power; optimized; station; hydropower; electricity,0
963,aggregated; validated; implications; fiscal; confirms; initiatives; emissions; instrumentality; thailand; evidence; abates; policy; cointegration; policies; breaks,0
964,affordable; improve; symptom; protection; coverage; provision; repayment; outcomes; debts; debt; financial; medical; medicare; insurance; health,1
965,digitalization; potential; scalability; cryptography; decarbonization; study; innovation; technology; transition; energy; exploring; findings; opportunities; challenges; blockchain,0
966,sensitivity; disruptive; prevention; developing; misinformation; social; facilitation; priority; roles; network; preparedness; modelling; media; emergency; pandemic,1
967,boundaries; convex; repulsive; solutions; distance; suboptimal; constraints; polygon; approximate; repulsion; proportional; dispersion; distances; polygons; magnitudes,1
968,interactions; analyzes; social; collaboration; network; environmental; determine; organizations; analysis; energy; organizational; governmental; water; power; governance,0
969,manufacturing; impact; variables; industrial; concerns; considerations; sectors; industry; beneficial; advantage; applications; opportunities; companies; advantages; sustainability,0
970,china; impact; labor; improve; infrastructure; increase; environment; increasing; pollution; organizations; industrial; environmental; popularization; mechanization; agricultural,0
971,temporal; extent; investigated; indices; frequent; sequential; decreasing; extremes; pakistan; intensity; spatiotemporal; trend; trends; tendency; precipitation,0
972,urine; adsorption; microscopy; sorptive; clomipramine; antidepressants; thermogravimetric; tricyclic; glycol; spectrometry; metabolites; metabolite; microextraction; dimethacrylate; methacrylic,1
973,predict; systems; power; optimize; coefficient; strengthen; intelligent; improve; improved; swarm; photovoltaic; chicken; prediction; machine; optimizer,0
974,innovation; 19; study; health; uk; assessments; pollution; assessment; global; sustainability; covid; environment; impact; environmental; coronavirus,0
975,cognitive; parenchymal; imaging; pathologies; investigations; brain; health; insights; angiopathy; vascular; arteriolosclerosis; histopathology; histopathologic; pathophysiology; neuropathology,1
976,water; potable; diameter; quantities; drinking; saltwater; solar; sunlight; effectiveness; distilled; productivity; distillate; distillation; distillates; aluminum,0
977,valuation; disability; asthma; reduction; quantify; emission; externalities; assessment; exposure; evaluated; visibility; pollutants; impacts; environmental; pollution,0
978,disease; preventive; pathophysiology; neuromodulation; epidemiology; protocols; syndrome; modalities; headings; treatment; cluster; migraine; headaches; headache; diagnostic,1
979,diffusivity; prisma; diffusion; symptoms; instability; postural; anisotropy; disturbances; dysfunction; disorders; microstructure; neuroimaging; microstructural; abnormalities; neurodegenerative,1
980,parameters; water; effects; indices; magnetic; thrombocytes; haematological; intestinal; intestine; histomorphometric; quail; measurements; magnetized; hemoglobin; physiological,1
981,immunological; proteins; doxorubicin; tumor; necrosis; therapeutic; cry1ac; cancer; intraperitoneal; cytotoxic; prophylactic; immunogenic; antitumor; immunosupressive; protoxin,1
982,techniques; disease; culex; infected; image; aedes; methodology; selection; diseases; classification; infection; epidemiology; mosquito; vector; mosquitoes,1
983,impacts; assessment; pollutants; destruction; evaluation; thermodynamic; electricity; environmental; efficient; sustainability; energy; analyses; cogeneration; sugarcane; exergoenvironmental,0
984,power; impacts; segregated; existing; geographical; opportunities; inequalities; development; transition; rural; developments; communities; transitions; peripheralization; energy,0
985,coefficients; emissions; ssa; positive; quality; coefficient; indicators; environment; renewable; panel; evidence; energy; environmental; saharan; africa,0
986,conduct; deformation; stamps; natural; applying; baselines; developing; losses; method; muyubao; positioning; characterization; gorges; landslide; landslides,0
987,evaluating; 2020; economic; science; scientific; analytic; analyze; impacts; findings; analyzes; environmental; innovation; studies; study; sustainability,0
988,wave; absorption; synthesis; alkali; inorganic; moisture; strength; waste; durability; rejected; msw; geopolymer; mixes; ggbfs; mixtures,1
989,functional; challenges; efficiency; conversion; lithium; modified; separator; batteries; sulfur; s8; role; mo6; dual; polysulfide; polysulfides,1
990,consumption; assumed; model; electric; optimized; china; algorithm; estimated; forecast; forecasted; forecasting; electricity; predict; prediction; jiangsu,0
991,ligustrum; pancreato; oxidative; p65; cerulein; fibrotic; p38; 1β; peroxidase; antipancreatitic; cytokines; myeloperoxidase; pancreatic; phosphorylation; pancreatitis,1
992,pattern; dataset; combinations; global; league; sports; data; positioning; linear; movement; patterns; derivatives; velocities; velocity; moving,1
993,trough; mediums; assessed; energy; water; environmental; assessment; assisted; 325; systems; exergoeconomic; enviroeconomic; collector; freshwater; solar,0
994,optimum; biomass; methods; pollution; energy; fuel; generator; utilization; efficient; heat; methodology; gasifier; efficiency; optimization; gasification,0
995,poor; efficiency; percentage; highlighted; metrics; statistics; expenditure; identified; indicator; measure; economic; survey; hidden; energy; poverty,0
996,policies; aggregate; investigation; carbon; effects; increased; china; estimates; evidence; findings; emissions; reduction; economic; growth; efficiency,0
997,anticoagulation; subdural; multidisciplinary; chronic; hospital; operative; surgery; medically; epidemiological; medicine; surgical; medical; rehabilitative; postoperative; haematoma,1
998,findings; china; ekc; consumption; analyze; causality; investigating; impact; complexity; chinese; growth; economic; environmentally; environmental; ecological,0
999,services; utilization; transfer; china; evaluates; benefit; impacts; analysis; study; valuing; studies; valuation; ecosystem; wetland; wetlands,0
1000,moderated; perceptual; ambiguous; intuitive; political; left; asymmetry; intuition; cognitive; majority; tendency; ideological; liberals; conservatives; negativity,1
1001,derivatives; evaluated; dissected; myoid; vasculature; examination; tubules; mesonephros; contribution; mice; mesonephric; revisited; role; testicular; mouse,1
1002,development; electricity; break; causality; increases; linkages; arab; emirates; economic; growth; environmental; degradation; breaks; cointegration; globalization,0
1003,scans; investigated; ct; infected; classification; 20; virus; resnet18; classifiers; classifier; detecting; coronavirus; 19; fusion; detection,1
1004,operation; constraints; underestimates; energy; framework; robustness; comprehensive; combined; uncertainty; entropy; uncertainties; analysis; integrated; optimality; optimization,0
1005,power; environment; industrialized; sustainable; impacts; energy; economic; hydro; ecological; growth; economy; macroeconomic; economies; environmental; pollution,1
1006,develops; scenarios; hub; algorithm; stages; efficiency; energy; framework; hubs; considerations; electricity; forecasts; heating; stochastic; planning,0
1007,5o4; electrolyte; substrate; 5mn1; fabrication; conductivities; morphological; density; batteries; thickness; films; diffusion; barriers; parameters; microbatteries,1
1008,test; compared; activity; thumb; motion; opposition; flexion; movements; position; positions; movement; joints; interphalangeal; trapeziometacarpal; joint,1
1009,malignancy; fertility; efficacy; clinical; cancer; intraepithelial; estrogen; adenocarcinoma; histopathologically; neoplasia; hysterectomy; hyperplasia; endometrium; endometrial; endometrioid,1
1010,search; predict; atomic; vector; mutation; decomposition; power; machines; machine; wave; predicting; wind; prediction; wavelet; algorithm,0
1011,china; data; analysis; economic; yangtze; pollution; landscape; exploring; environment; analyzes; study; environmental; urban; ecological; urbanization,0
1012,selectivity; frameworks; diffraction; efficient; reusability; adsorbents; metal; unconventional; organic; adsorption; ultrafine; amino; crystallinity; gold; recycling,0
1013,multiplicative; errors; exponential; accuracy; formulation; application; model; predict; prevention; models; poisoning; predicting; poisonings; prediction; pesticide,1
1014,standard; thrombosis; pulmonary; surgeries; procedures; spinal; perineum; epidural; postoperative; surgeons; intraoperative; perioperative; surgery; postanesthetic; anesthesia,1
1015,variables; sustainable; flooding; irrigation; land; effects; impact; farm; floods; values; farmers; impacts; bangladesh; farmland; climate,0
1016,idiopathic; potential; diastolic; ventricular; multiscale; palliative; suprasystemic; study; physiology; patients; clinical; potts; hypertension; paediatric; pulmonary,1
1017,isomer; photoreaction; kinetics; analogue; spectroscopy; dehydroprovitamin; crystallography; photoproduct; photoproducts; photophysical; photochemically; photophysics; cholesterol; photochemical; photochemistry,1
1018,negative; covid; crisis; adverse; evoke; media; response; twitter; emotion; responses; emotions; evidence; reactions; eliciting; positive,1
1019,icu; cavity; clinical; evidence; oral; ventilator; covid; intubation; contamination; biofilm; pneumonia; infections; bioluminescent; bacterial; bioluminescence,1
1020,targeted; scale; tests; component; occurrence; ignition; retardants; chair; barriers; fire; mechanism; effectiveness; flammability; failure; performance,1
1021,formulation; implications; shortfalls; operations; wages; yields; shortages; networks; lagrange; computational; economics; analysis; productivity; insights; computations,1
1022,insolubilizing; protein; ml792; biochemical; inhibitors; sumo1; leukemia; modulated; sumo2; sumoylation; pml; proteasome; proteasomes; proteins; promyelocytic,1
1023,diesel; increases; agricultural; emissions; yield; field; ecosystem; effects; benefit; nitrogen; advantages; benefits; fertilizer; fields; fertilizers,0
1024,country; innovative; factors; estimations; analysis; examines; innovation; comparative; countries; growth; economic; macroeconomic; entrepreneurs; entrepreneurship; entrepreneurial,0
1025,quadripartite; atacama; pseudogenes; genomic; myostemma; genome; genomes; mesochloa; hippeastreae; rhodophiala; phylogenetic; amaryllidaceae; zephyranthes; phycelloides; chloroplast,1
1026,pathogenesis; genetic; sclerosis; malformation; astrogliosis; dyslamination; histopathological; abnormalities; histopathology; epilepsy; epileptogenic; leptomeningeal; malformations; encephaloclastic; dysplasia,1
1027,minimize; reserve; configuration; optimal; management; household; profitability; consumption; enhancement; supercapacitor; capacity; supercapacitors; provision; containment; sufficiency,0
1028,natural; gas; growth; economic; analysis; electricity; evaluation; technology; energy; emission; processes; sustainable; technologies; efficiency; gasification,0
1029,sperm; modification; humans; fertile; combinations; physiology; women; infertility; sumoylation; biochemical; selective; mechanistic; female; fertilization; females,1
1030,understanding; kinetics; lapse; polycystic; syndrome; culture; ploidy; oxygen; clinical; progression; ovary; endometriosis; development; embryo; embryos,1
1031,economic; projections; studied; economy; evaluate; analysis; sustainability; network; predicting; quantifying; bayesian; studies; china; networks; study,0
1032,activism; availability; regional; resources; atacama; community; mining; chile; impacts; interdependency; chilean; interdependencies; sustainability; communities; lithium,0
1033,cortical; optogenetic; neurons; pyramidal; interictal; demyelination; activation; inhibition; consolidating; dysmyelination; synchronized; myelination; oscillations; synchronization; synchronizes,1
1034,25; mental; worsening; psychological; drinking; health; depression; interventions; 19; phases; intoxicated; symptoms; disease; alcohol; pandemic,1
1035,strengthening; health; risk; china; urbanization; shallow; county; quality; carcinogenic; exposure; water; potable; sewage; irrigation; groundwater,0
1036,performance; measure; labor; economic; quality; impact; role; regression; moderates; moderated; regulations; moderating; environmental; productivity; management,0
1037,protection; regression; pakistan; input; environmental; energy; emissions; function; emission; reduction; output; pollution; substitutions; substitution; transport,0
1038,maize; component; adsorption; dynamics; pot; field; sustainable; pakistan; plants; pakistani; fertilizer; fertilizers; phosphatic; phosphorous; phosphorus,1
1039,prospective; mesorectal; advanced; surgery; advances; treatment; clinical; oncological; cancers; rectal; radiotherapy; chemotherapy; cancer; chemotheradiotherapy; chemoradiotherapy,1
1040,factors; environment; pollution; study; findings; indicators; assess; industrial; economic; efficiencies; ecological; assessment; evaluation; efficiency; analysis,1
1041,study; pet; lca; filament; terephthalate; china; processes; lcc; polyester; bottle; chemicals; plastic; bottles; recycling; polyethylene,0
1042,china; analyses; quantified; economic; analysis; impacts; ecological; quantifying; farming; pollution; sustainable; sustainability; environmental; agricultural; agriculture,0
1043,impact; pollution; carbon; examined; ekc; emissions; european; findings; investigate; environment; economic; investigation; globalization; ceecs; environmental,0
1044,arabia; screened; analysis; serotyping; disease; epidemiological; pandemic; epidemiology; fever; epidemic; screening; saudi; flavivirus; virus; dengue,1
1045,achieved; months; therapies; chronic; literature; treatment; successful; report; review; satisfactory; actinic; clinical; dupilumab; medications; dermatitis,1
1046,preparations; evidence; scientific; specialists; intraoperative; guideline; practice; guidelines; preoperative; therapeutic; gastroenterological; clinical; endoscopic; endoscopy; papillectomy,1
1047,system; intelligence; systems; algorithms; power; atmospheric; comprehensive; winds; weather; wind; forecasted; prediction; forecast; forecasts; forecasting,0
1048,polluting; calcination; cyanide; extraction; consumption; enhanced; treatment; gold; significance; treating; thermal; effectiveness; effects; microwave; chlorination,0
1049,perspectives; personality; explore; analysis; siblings; longitudinal; regression; neuroticism; analyses; lonely; adulthood; loneliest; study; adolescence; loneliness,1
1050,kinematic; analyzed; coefficient; validation; laboratory; reliability; characteristics; sensors; accuracy; parameters; kinematics; spatiotemporal; sensor; statistical; measurement,1
1051,pandemic; covid; health; note; nationwide; study; outbreaks; 19; rollout; enrolling; school; enrolled; virus; enrollment; vaccine,1
1052,approach; ardl; growth; reducing; energy; causality; sustainability; degradation; urbanization; distributive; ecological; electricity; autoregressive; environmental; globalization,0
1053,promoting; study; decrease; cities; assessing; intensity; reduction; china; energy; dioxide; development; city; chinese; pressure; environmental,0
1054,anisopliae; pipiens; infection; culex; fungi; paecilomyces; larvae; virulence; enzymes; biochemical; proteins; mosquitoes; insecticide; entomopathogenic; biomolecules,1
1055,objective; operating; turbine; fuel; utilization; organic; cycle; biomass; optimum; analysis; effectiveness; analyses; assessment; efficiency; optimization,0
1056,heterogeneity; estimation; evidence; intensity; strategies; countries; influence; 2020; 20; factors; effects; g20; efficiency; environmental; energy,0
1057,vaccines; sahara; aid; infected; vaccinated; humanitarian; concessional; vaccine; africans; international; cope; ethiopia; covid; african; africa,1
1058,sensitivity; posthoc; increase; treatment; increases; generalization; sensations; inducing; affect; modality; hyperknesis; stimuli; induction; effects; efficacy,1
1059,documents; interrelation; questions; 19; extraction; extracting; causal; covid; biosanitary; analyzing; literature; retrieval; scientific; publications; study,1
1060,population; stress; stressor; variation; multiclonal; persistence; promotes; stressors; contamination; populations; genetic; daphnia; diversity; genotypic; genotype,1
